Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_KI	BRENDA_TO_DATA	BRENDA_IC50	BRENDA_TN	BRENDA_TS_DATA
Q1XH05	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; beta-glucosidase activity [GO:0008422]; DIMBOA glucoside beta-D-glucosidase activity [GO:0102726]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-glucosidase activity [GO:0008422]; DIMBOA glucoside beta-D-glucosidase activity [GO:0102726]; scopolin beta-glucosidase activity [GO:0102483]	chloroplast [GO:0009507]	GO:0005975; GO:0008422; GO:0009507; GO:0102483; GO:0102726	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 1b, chloroplastic (EC 3.2.1.182) (Beta-glucosidase 1b) (Taglu1b) (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	KEGHIGM;	None	PF00232;	None	SSF51445;	None	None	None	None	None	None	None
Q9FYS3	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; beta-glucosidase activity [GO:0008422]; DIMBOA glucoside beta-D-glucosidase activity [GO:0102726]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-glucosidase activity [GO:0008422]; DIMBOA glucoside beta-D-glucosidase activity [GO:0102726]; scopolin beta-glucosidase activity [GO:0102483]	chloroplast [GO:0009507]	GO:0005975; GO:0008422; GO:0009507; GO:0102483; GO:0102726	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase, chloroplastic (EC 3.2.1.182) (Beta-glucosidase) (ScGlu) (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	None	None	None	None	None	None	None
Q1XIR9	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; beta-glucosidase activity [GO:0008422]; DIMBOA glucoside beta-D-glucosidase activity [GO:0102726]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-glucosidase activity [GO:0008422]; DIMBOA glucoside beta-D-glucosidase activity [GO:0102726]; scopolin beta-glucosidase activity [GO:0102483]	chloroplast [GO:0009507]	GO:0005975; GO:0008422; GO:0009507; GO:0102483; GO:0102726	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 1a, chloroplastic (EC 3.2.1.182) (Beta-glucosidase 1a) (TaGlu1a) (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	HRIQCIL;	None	PF00232;	None	SSF51445;	None	None	None	None	None	None	None
A1C3J9	Proteobacteria	Bacteria	Gammaproteobacteria	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-glucosidase	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	None	5_count=1	None	40_count=1	None	None	None
Q8T0W7	Arthropoda	Eukaryota	Insecta	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0005975; GO:0008422; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	3.8;cellobiose_count=1	5_count=1	None	50_count=1	None	None	40_count=2;45_count=3
Q4U4W7	Ascomycota	Eukaryota	Eurotiomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	0.02;4-nitrophenyl-beta-D-glucopyranoside_count=1	5_count=1	300.0;D-glucose_count=1	50_count=1	None	None	None
Q25BW4	Basidiomycota	Eukaryota	Agaricomycetes	cellobiose glucosidase activity [GO:0080079]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	cellobiose glucosidase activity [GO:0080079]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0030245; GO:0080079; GO:0102483	Beta-glucosidase 1B (EC 3.2.1.21) (Cellobiase 1B)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	0.619;4-nitrophenyl-beta-D-glucopyranoside_count=1;4.02;4-nitrophenyl-beta-D-galactopyranoside_count=2	None	None	None	None	9.15;4-nitrophenyl-beta-D-galactopyranoside_count=3;9.35;4-nitrophenyl-beta-D-glucopyranoside_count=4	None
Q25BW5	Basidiomycota	Eukaryota	Agaricomycetes	beta-glucosidase activity [GO:0008422]; cellobiose glucosidase activity [GO:0080079]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; cellobiose glucosidase activity [GO:0080079]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0080079; GO:0102483	Beta-glucosidase 1A (EC 3.2.1.21) (Cellobiase 1A)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	0.229;4-nitrophenyl-beta-D-glucopyranoside_count=1;0.752;4-nitrophenyl-beta-D-xylopyranoside_count=2;10.2;4-nitrophenyl-beta-D-galactopyranoside_count=3;6.8;cellobiose_count=7	None	None	None	None	0.384;4-nitrophenyl-beta-D-xylopyranoside_count=1;0.9;4-nitrophenyl-beta-D-galactopyranoside_count=2;181.0;cellobiose_count=3;20.8;4-nitrophenyl-beta-D-glucopyranoside_count=5;67.6;4-nitrophenyl-beta-D-galactopyranoside_count=10	None
Q08IT7	Streptophyta	Eukaryota	Magnoliopsida	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Isoflavone conjugate-specific beta-glucosidase	Glycosyl hydrolase 1 family	None	None	None	None	408001at2759;	PF00232;	None	SSF51445;	0.019;daidzein 7'-O-(6''-O-beta-D-malonyl-beta-D-glucoside)_count=1;0.025;daidzein 7'-O-beta-D-glucoside_count=2;0.025;genistein 7-O-(6''-O-malonyl-beta-D-glucoside)_count=3;0.032;genistein 7-O-beta-D-glucoside_count=4	None	None	None	None	13.0;genistein 7-O-beta-D-glucoside_count=1;22.0;daidzein 7'-O-beta-D-glucoside_count=2;46.0;daidzein 7'-O-(6''-O-beta-D-malonyl-beta-D-glucoside)_count=3;98.0;genistein 7-O-(6''-O-malonyl-beta-D-glucoside)_count=4	None
Q75I93	Streptophyta	Eukaryota	Magnoliopsida	extracellular region [GO:0005576]; amygdalin beta-glucosidase activity [GO:0047668]; beta-D-fucosidase activity [GO:0033907]; beta-galactosidase activity [GO:0004565]; beta-gentiobiose beta-glucosidase activity [GO:0080083]; beta-glucosidase activity [GO:0008422]; beta-L-arabinosidase activity [GO:0047701]; beta-mannosidase activity [GO:0004567]; cellobiose glucosidase activity [GO:0080079]; glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]; protein homodimerization activity [GO:0042803]; prunasin beta-glucosidase activity [GO:0050224]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	amygdalin beta-glucosidase activity [GO:0047668]; beta-D-fucosidase activity [GO:0033907]; beta-galactosidase activity [GO:0004565]; beta-gentiobiose beta-glucosidase activity [GO:0080083]; beta-glucosidase activity [GO:0008422]; beta-L-arabinosidase activity [GO:0047701]; beta-mannosidase activity [GO:0004567]; cellobiose glucosidase activity [GO:0080079]; glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]; protein homodimerization activity [GO:0042803]; prunasin beta-glucosidase activity [GO:0050224]; scopolin beta-glucosidase activity [GO:0102483]	extracellular region [GO:0005576]	GO:0004565; GO:0004567; GO:0005576; GO:0005975; GO:0008422; GO:0033907; GO:0042803; GO:0042973; GO:0047668; GO:0047701; GO:0050224; GO:0080079; GO:0080083; GO:0102483	Beta-glucosidase 7 (Os3bglu7) (EC 3.2.1.21)	Glycosyl hydrolase 1 family	KOG0626;	None	CLU_001859_1_0_1;	PWCASIL;	408001at2759;	PF00232;	None	SSF51445;	None	None	None	None	None	None	None
Q8TGI8	Ascomycota	Eukaryota	Eurotiomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	0.13;4-nitrophenyl beta-D-glucopyranoside_count=1;0.39;cellotriose_count=2;0.4;2-chloro-4-nitrophenyl beta-D-glucopyranoside_count=3;0.4;2-chloro-4-nitrophenyl-beta-D-glucopyranoside_count=4;0.4;4-nitrophenyl beta-D-glucopyranoside_count=5;0.78;cellobiose_count=6	4_count=1	0.254;D-glucose_count=1	71.5_count=1	None	0.72;cellotriose_count=1;14.0;2-chloro-4-nitrophenyl beta-D-glucopyranoside_count=2;14.0;2-chloro-4-nitrophenyl-beta-D-glucopyranoside_count=3;2226.0;4-nitrophenyl beta-D-glucopyranoside_count=4;5.4;4-nitrophenyl beta-D-glucopyranoside_count=5;5.5;cellobiose_count=6;55.0;cellobiose_count=7	87.3_count=1;80_count=2;75_count=3;65_count=4
Q2WGB4	Firmicutes	Bacteria	Bacilli	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	9.1;4-nitrophenyl beta-D-glucopyranoside_count=1	6-7_count=1	None	37_count=1	None	None	40_count=1
Q6QGY5	Proteobacteria	Bacteria	Gammaproteobacteria	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	BglB	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	0.25;4-nitrophenyl beta-D-glucopyranoside_count=1	None	None	40_count=1	None	None	40_count=2
Q86D78	Arthropoda	Eukaryota	Insecta	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Glucosidase	Glycosyl hydrolase 1 family	None	None	CLU_001859_1_3_1;	None	408001at2759;	PF00232;	None	SSF51445;	None	6-7_count=1	None	35_count=1	None	None	55_count=2
Q7Z9M5	Ascomycota	Eukaryota	Sordariomycetes	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; polysaccharide catabolic process [GO:0000272]	polysaccharide catabolic process [GO:0000272]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0000272; GO:0004553	Cel3b	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	1.1;4-nitrophenyl beta-D-glucopyranoside_count=1	None	None	70_count=1	None	8664.0;4-nitrophenyl beta-D-glucopyranoside_count=1	None
Q9P8F4	Ascomycota	Eukaryota	Eurotiomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	0.18;4-nitrophenyl beta-D-glucopyranoside_count=1	None	None	70_count=1	None	4000.0;4-nitrophenyl beta-D-glucopyranoside_count=1	None
Q875K3	Chytridiomycota	Eukaryota	Neocallimastigomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0005975; GO:0008422; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;3.90.1220.10;	None	None	None	PF02013;PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;SSF64571;	0.6;p-nitrophenyl-beta-D-glucopyranoside_count=1;1.8;cellobiose_count=2	None	None	40_count=1	None	None	None
Q8TGC6	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; cellulose binding [GO:0030248]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	cellulose binding [GO:0030248]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0030248	Beta-glucosidase	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF00734;PF14310;PF00933;PF01915;	SM00236;SM01217;	SSF51445;SSF52279;SSF57180;	0.12;p-nitrophenyl-beta-D-glucose_count=1;0.2;p-nitrophenyl-beta-D-glucose_count=2;4.06;cellobiose_count=3;5.05;cellobiose_count=4	None	2.2;delta-gluconolactone_count=1	None	None	103.1;p-nitrophenyl-beta-D-glucose_count=1;27.5;cellobiose_count=2;29.8;cellobiose_count=3;96.2;p-nitrophenyl-beta-D-glucose_count=4	None
Q9AT27	Oomycota	Eukaryota	None	glucosylceramidase activity [GO:0004348]; sphingolipid metabolic process [GO:0006665]	sphingolipid metabolic process [GO:0006665]	glucosylceramidase activity [GO:0004348]	None	GO:0004348; GO:0006665	Beta-glucosidase/xylosidase	Glycosyl hydrolase 30 family	None	None	None	None	None	PF02055;PF17189;	None	SSF51445;	0.76;4-methylumbelliferyl-beta-D-glucopyranoside_count=1	4-6_count=1	None	50_count=1	None	None	None
