Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_KI	BRENDA_TO_DATA	BRENDA_IC50	BRENDA_TN	BRENDA_TS_DATA
P28585	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase CTX-M-1 (EC 3.5.2.6) (Beta-lactamase MEN-1) (Cefotaximase 1)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.157;cefotaxime_count=5;0.433;cefalotin_count=14	None	None	25_count=1	None	1190.0;cefalotin_count=3;140.0;cefotaxime_count=13	None
O31272	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.104;Imipenem_count=1	7_count=1	0.00075;N-(1,3-benzothiazol-2-yl)-2-[[5-(pyridin-4-yl)-4H-1,2 4-triazol-3-yl]sulfanyl]acetamide_count=1;0.0011;N-(1,3-benzothiazol-2-yl)-2-[[5-(pyridin-4-yl)-1,3 4-oxadiazol-2-yl]sulfanyl]acetamide_count=2;0.0013;N-phenyl-2-[[5-(pyridin-4-yl)-4H-1,2 4-triazol-3-yl]sulfanyl]acetamide_count=3;0.0022;2-[[5-(2-hydroxyphenyl)-4H-1,2 4-triazol-3-yl]sulfanyl]-N-phenylacetamide_count=4;0.0033;2-[[5-(2-hydroxyphenyl)-1,3 4-oxadiazol-2-yl]sulfanyl]-N-phenylacetamide_count=5;0.015;N-(1,3-benzothiazol-2-yl)-2-[[5-(2-hydroxyphenyl)-1,3 4-oxadiazol-2-yl]sulfanyl]acetamide_count=6	25_count=1	None	295.0;Imipenem_count=2	None
P52700	Proteobacteria	Bacteria	Gammaproteobacteria	periplasmic space [GO:0042597]; beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	periplasmic space [GO:0042597]	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677	Metallo-beta-lactamase L1 type 3 (EC 3.5.2.6) (B3 metallo-beta-lactamase) (Beta-lactamase type III) (Metallo-beta-lactamase L1 type III) (Penicillinase)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.0023;nitrocefin_count=2;0.0036;nitrocefin_count=3;0.0043;nitrocefin_count=4;0.0055;nitrocefin_count=5;0.018;nitrocefin_count=6;0.053;nitrocefin_count=7;0.099;nitrocefin_count=8;0.0059;nitrocefin_count=9;0.02;nitrocefin_count=10;0.072;nitrocefin_count=11	None	None	None	None	11.0;nitrocefin_count=1;2.6;nitrocefin_count=2;20.0;nitrocefin_count=3;39.0;nitrocefin_count=4;30.0;nitrocefin_count=6;24.0;nitrocefin_count=7;63.0;nitrocefin_count=8	None
A1EGT8	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	0.026;penicillin G_count=1;0.027;cefotaxime_count=2;0.043;cefuroxime_count=3;0.046;cefoxitin_count=4;0.06;cefalothin_count=5;0.112;ceftazidime_count=6	None	None	None	None	None	None
A3RIY0	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	0.022;penicillin G_count=1;0.029;cefotaxime_count=2;0.044;cefoxitin_count=3;0.062;Cephalothin_count=4;0.115;ceftazidime_count=5;0.04;cefuroxime_count=6	7_count=1	None	30_count=1	None	None	None
Q9XAY4	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Beta-lactamase VIM-1 (Class B carbapenemase VIM-1) (Metallo-beta-lactamase) (Metallo-beta-lactamase VIM-1) (Metallobeta-lactamase) (Subclass B1 metallo-beta-lactamase VIM-1) (VIM-1) (VIM-1 metallo-beta-lactamase) (VIM-1 protein)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.337;cefepime_count=1;1.303;penicillin G_count=2;1.377;piperacillin_count=3;1.737;ampicillin_count=4;0.072;meropenem_count=5;0.135;Cephalothin_count=6;0.148;cefuroxime_count=7;0.285;cefotaxime_count=8;1.132;ceftazidime_count=9;0.004;Imipenem_count=10	None	None	25_count=1	0.073;1,10-phenanthroline_count=1;0.0093;EDTA_count=2;0.0416;dipicolinic acid_count=3	119.0;cefepime_count=1;20.0;meropenem_count=2;204.0;cefotaxime_count=3;239.0;cefuroxime_count=4;3.4;Imipenem_count=5;307.0;ampicillin_count=6;374.0;piperacillin_count=7;418.0;penicillin G_count=8;42.0;ceftazidime_count=9;449.0;Cephalothin_count=10	None
Q59401	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	0.29;7-aminocephalosporanic acid_count=1	7.5_count=1	0.024;sodium benzyl 2-(1',3'-benzothiazol-2'-yl)-2-oxo-ethylphosphonate_count=1;0.07;sodium benzyl [2-oxo-2-(2-oxo-2,3-dihydro-1,3-benzoxazol-6-yl)ethyl]phosphonate_count=2;0.074;sodium biphenyl-4-ylmethyl [2-(biphenyl-4-yl)-2-oxoethyl]phosphonate_count=3;0.1;sodium phenyl [2-(biphenyl-4-yl)-2-oxoethyl]phosphonate_count=4;0.19;sodium benzyl [2-(biphenyl-4-yl)-2-oxoethyl]phosphonate_count=5;0.2;sodium phenyl (2-oxo-2-phenylethyl)phosphonate_count=6;0.26;sodium benzyl [2-(biphenyl-4-yl)-2-hydroxyethyl]phosphonate_count=7;0.35;sodium phenyl [2-oxo-2-(pentafluorophenyl)ethyl]phosphonate_count=8;0.67;sodium benzyl (2-oxo-2-phenylethyl)phosphonate_count=9;1.08;sodium benzyl (2-hydroxy-2-phenylethyl)phosphonate_count=10;1.0;sodium benzyl {2-[3-(2-chlorophenyl)-5-methyl-1 2-oxazol-4-yl]-2-oxoethyl}phosphonate_count=11	25_count=1	None	None	None
P13661	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase OXA-1 (EC 3.5.2.6) (Penicillinase)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	0.021;cefotaxime_count=2;0.0024;(6R 7S)-3-[(3-carboxy-4-nitro-phenyl)sulfanylmethyl]-8-oxo-7-[(2-thiophen-2 ylacetyl)amino]-5-thia-1-azabicyclo-[4.2.0]-oct-2-ene-2-carboxylic acid_count=4;0.0076;nitrocefin_count=9;0.0083;nitrocefin_count=10;0.014;cefotaxime_count=15;0.029;ampicillin_count=19;0.036;ampicillin_count=21;0.17;cefepime_count=27;0.009;Cephalothin_count=30	7.2_count=1;7.5_count=2	5e-05;penem 1_count=1;0.00038;penem 3_count=2;0.006;sodium biphenyl-4-ylmethyl [2-(biphenyl-4-yl)-2-oxoethyl]phosphonate_count=3;0.14;sodium phenyl [2-(biphenyl-4-yl)-2-oxoethyl]phosphonate_count=4;0.17;sodium benzyl 2-(1',3'-benzothiazol-2'-yl)-2-oxo-ethylphosphonate_count=5;0.2;sodium biphenyl-4-ylmethyl (2-oxo-2-phenylethyl)phosphonate_count=6;0.23;sodium benzyl [2-(biphenyl-4-yl)-2-oxoethyl]phosphonate_count=7;0.27;sodium benzyl [2-oxo-2-(2-oxo-2,3-dihydro-1,3-benzoxazol-6-yl)ethyl]phosphonate_count=8;0.3;sodium benzyl [2-(biphenyl-4-yl)-2-hydroxyethyl]phosphonate_count=9;0.38;sodium phenyl [2-oxo-2-(pentafluorophenyl)ethyl]phosphonate_count=10;0.43;sodium benzyl {2-[3-(2-chlorophenyl)-5-methyl-1 2-oxazol-4-yl]-2-oxoethyl}phosphonate_count=11;0.44;sodium benzyl (2-hydroxy-2-phenylethyl)phosphonate_count=12;0.64;sodium benzyl (2-oxo-2-phenylethyl)phosphonate_count=13;1.05;sodium phenyl (2-oxo-2-phenylethyl)phosphonate_count=14	25_count=1	3e-05;penem 1_count=1;6e-05;penem 3_count=2	1.6;(6R 7S)-3-[(3-carboxy-4-nitro-phenyl)sulfanylmethyl]-8-oxo-7-[(2-thiophen-2 ylacetyl)amino]-5-thia-1-azabicyclo-[4.2.0]-oct-2-ene-2-carboxylic acid_count=11;2.7;Cephalothin_count=15;34.0;cefepime_count=19;440.0;cefotaxime_count=21;5.3;ampicillin_count=22;5.3;cefotaxime_count=23;520.0;cefotaxime_count=24;6.7;ampicillin_count=26;520.0;ampicillin_count=29	None
P26918	Proteobacteria	Bacteria	Gammaproteobacteria	periplasmic space [GO:0042597]; beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	periplasmic space [GO:0042597]	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Carbapenem-hydrolyzing metallo-beta-lactamase) (Metallo-beta-lactamase type II)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.17;biapenem_count=10;0.87;benzylpenicillin_count=27;1.3;nitrocefin_count=32;6.0;Cephaloridine_count=41;0.34;Imipenem_count=47	None	None	None	None	0.0002;cefotaxime_count=2;0.008;nitrocefin_count=17;1200.0;Imipenem_count=55;300.0;biapenem_count=56	None
A5LH21	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.0148;nitrocefin_count=1;0.0195;ampicillin_count=2;0.0379;Cephalothin_count=3;0.103;cefotaxime_count=4;0.505;cefepime_count=5	7_count=1	0.0148;nitrocefin_count=1;0.0195;ampicillin_count=2;0.0379;Cephalothin_count=3;0.103;cefotaxime_count=4;0.505;cefepime_count=5	37_count=1	None	185.0;Cephalothin_count=1;197.0;cefotaxime_count=2;252.0;nitrocefin_count=3;36.9;ampicillin_count=4;67.7;cefepime_count=5	None
Q4TVR4	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.006;ticarcillin_count=1;0.058;ceftazidime_count=2;0.005;aztreonam_count=3;0.005;penicillin G_count=4;0.008;piperacillin_count=5;0.01;amoxicillin_count=6;0.023;cefuroxime_count=7;0.149;cefepime_count=8;0.021;cefotaxime_count=9;0.009;Cephalothin_count=10	None	None	None	2e-05;clavulanic acid_count=1	0.1;aztreonam_count=1;23.0;amoxicillin_count=2;24.0;cefotaxime_count=3;27.0;piperacillin_count=4;30.0;cefepime_count=5;38.0;Cephalothin_count=6;7.0;cefuroxime_count=7;8.0;ticarcillin_count=8;9.0;ceftazidime_count=9	None
Q8GCU7	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Metallo-beta-lactamase VIM-6	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.008;cefalothin_count=3;0.01;cefotaxime_count=4;0.0125;Imipenem_count=5;0.013;piperacillin_count=6;0.2;cefepime_count=7;0.6;ertapenem_count=8;1.8;tazobactam_count=9;0.058;ceftazidime_count=10;0.008;meropenem_count=12;0.023;cefoxitin_count=13	None	3.6;aztreonam_count=1	30_count=1	None	214.0;Imipenem_count=4;25.0;ertapenem_count=5;328.0;piperacillin_count=6;330.0;nitrocefin_count=7;398.0;cefotaxime_count=8;40.0;meropenem_count=9;440.0;cefalothin_count=10;560.0;ampicillin_count=11;8.0;cefepime_count=12;8.2;tazobactam_count=13;7.0;cefoxitin_count=14;12.0;ceftazidime_count=15	None
Q7DH52	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	None	SM00849;	SSF56281;	None	None	None	37_count=1	None	None	None
Q7AYX1	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	None	None	None	None	None	None	None
Q53CM3	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	None	SM00849;	SSF56281;	None	None	None	None	None	None	None
Q79MP6	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	None	SM00849;	SSF56281;	None	None	None	None	None	None	None
Q840P9	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]	antibiotic catabolic process [GO:0017001]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001	Metallo-b-lactamase (Metallo-beta-lactamase VIM-7)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.026;piperacillin_count=1;0.028;ertapenem_count=2;0.029;cefuroxime_count=3;0.038;meropenem_count=4;0.058;nitrocefin_count=5;0.066;azlocillin_count=6;0.068;cefoxitin_count=7;0.075;moxalactam_count=8;0.084;carbenicillin_count=9;0.12;ceftazidime_count=10;0.25;Cephaloridine_count=11;0.58;cefepime_count=12;0.86;Cloxacillin_count=13;2.7;aztreonam_count=14;0.045;Cephalothin_count=15;0.027;Imipenem_count=16;0.015;ampicillin_count=18;0.022;cefotaxime_count=19	None	0.74;Sulbactam_count=1;0.94;clavulanic acid_count=2;3.5;tazobactam_count=3	None	None	1.4;ceftazidime_count=1;140.0;piperacillin_count=2;1500.0;nitrocefin_count=3;16.0;cefuroxime_count=4;180.0;Cephaloridine_count=5;180.0;Cephalothin_count=6;230.0;moxalactam_count=7;2500.0;Cloxacillin_count=8;42.0;meropenem_count=9;430.0;benzylpenicillin_count=10;5.3;cefepime_count=11;78.0;azlocillin_count=12;8.0;ertapenem_count=13;10.0;cefoxitin_count=14;100.0;Imipenem_count=15;1200.0;carbenicillin_count=16;190.0;ampicillin_count=17;56.0;cefotaxime_count=18	None
Q93M23	None	None	None	None	None	None	None	None	Deleted.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
Q50H31	Spirochaetes	Bacteria	Spirochaetia	penicillin binding [GO:0008658]	None	penicillin binding [GO:0008658]	None	GO:0008658	Class D beta-lactamase	None	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	0.019;benzylpenicillin_count=1;0.033;piperacillin_count=2;0.115;Oxacillin_count=3;0.043;ampicillin_count=4;0.017;carbenicillin_count=5	None	None	None	0.00016;tazobactam_count=1;0.002;clavulanic acid_count=2;0.012;Sulbactam_count=3;2000.0;NaCl_count=4	1.1;carbenicillin_count=1;113.0;Oxacillin_count=2;2.1;piperacillin_count=3;4.9;benzylpenicillin_count=4;6.6;ampicillin_count=5	None
Q6QJ55	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	None	None	None	None	None	None	None
Q27JM4	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	None	None	None	None	None	None	None
Q7BHJ5	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q9F629	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	BlaVIM-3 (Metallo-beta-lactamase VIM-3) (VIM-3) (VIM-3 metallo-beta-lactamase)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	None	None	None	None	None	None	None
Q01166	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Penicillinase)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.02013;cefalotin_count=1	None	None	None	None	None	None
Q0VJU2	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	ANRNYPN;	None	PF00144;	None	SSF56601;	0.00613;cefalotin_count=1;0.00895;ampicillin_count=2	None	None	None	0.0139;Sulbactam_count=1;0.25;clavulanic acid_count=2	0.17;ampicillin_count=1;4.22;cefalotin_count=2	None
Q3HLW6	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q09HD0	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.0042;Imipenem_count=1;0.341;cefotaxime_count=2;0.37;benzylpenicillin_count=3;0.394;ceftaxidime_count=4;0.454;piperacillin_count=5;0.506;Cephaloridine_count=6;0.577;Cephalothin_count=7;0.65;cefoxitin_count=8	None	None	None	None	0.3;ceftaxidime_count=1;1.2;Imipenem_count=2;190.0;Cephaloridine_count=3;2.9;cefotaxime_count=4;317.0;benzylpenicillin_count=5;4.0;piperacillin_count=6;49.7;Cephalothin_count=7;9.6;cefoxitin_count=8	None
Q1W756	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Fragment)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	None	None	None	None	None	None	None
Q1W758	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Fragment)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
A8RR46	Firmicutes	Bacteria	Bacilli	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (Class A beta-lactamase BCL-1)	None	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.015;Cephalothin_count=1;1e-05;cefoxitin_count=2;0.012;benzylpenicillin_count=3;0.021;piperacillin_count=4;0.035;Imipenem_count=5;0.045;Cephaloridine_count=6;0.105;cefuroxime_count=7;0.136;cefpirome_count=8;0.79;cefotaxime_count=9;0.95;ceftriaxone_count=10;0.006;ticarcillin_count=11;0.022;amoxicillin_count=12;1.0;cefepime_count=13	None	None	None	4e-06;tazobactam_count=1;7.5e-05;Sulbactam_count=2;8.5e-05;clavulanic acid_count=3	0.01;cefoxitin_count=1;0.01;moxalactam_count=2;0.3;aztreonam_count=3;115.0;Cephaloridine_count=4;15.0;cefuroxime_count=5;22.0;Cephalothin_count=6;22.0;cefotaxime_count=7;3.3;ceftazidime_count=8;30.0;ceftriaxone_count=9;38.0;piperacillin_count=10;40.0;cefepime_count=11;85.0;amoxicillin_count=12;95.0;cefpirome_count=13;97.0;benzylpenicillin_count=14;5.0;ticarcillin_count=16	None
Q0ZA00	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Fragment)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
