Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_TO_DATA	BRENDA_TN	BRENDA_TS_DATA
A0A1C3HPP2	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0245;CO2_count=1;0.0362;CO2_count=2;0.0498;CO2_count=3;0.0517;CO2_count=4;0.0675;CO2_count=5;0.64;O2_count=6;0.708;O2_count=7;0.813;O2_count=8;0.0349;CO2_count=9	None	None	12.2;CO2_count=1;7.1;CO2_count=2;4.0;CO2_count=3	None
A0A1C3HPS3	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.042;CO2_count=1;0.0339;CO2_count=2;0.0243;CO2_count=3;0.0275;CO2_count=4;0.582;O2_count=5;0.687;O2_count=6;1.87;O2_count=7;0.0295;CO2_count=8;0.0251;CO2_count=9	None	None	2.8;CO2_count=1;2.2;CO2_count=2;4.2;CO2_count=3	None
A0A1C3HPS4	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.8;O2_count=1;0.0339;CO2_count=2;0.0294;CO2_count=3;0.0331;CO2_count=4;0.0374;CO2_count=5;0.0375;CO2_count=6;0.0416;CO2_count=7;0.98;O2_count=8;1.131;O2_count=9	None	None	1.8;CO2_count=1;3.2;CO2_count=2;5.3;CO2_count=3	None
A0A1C3HPQ4	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0279;CO2_count=1;0.0315;CO2_count=2;0.0148;CO2_count=3;0.0215;CO2_count=4;0.0219;CO2_count=5;0.511;O2_count=6;0.729;O2_count=7;0.798;O2_count=8;0.0203;CO2_count=9	None	None	6.0;CO2_count=1;2.2;CO2_count=2;4.2;CO2_count=3	None
A0A1C3HPQ0	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0279;CO2_count=1;0.0162;CO2_count=2;0.0229;CO2_count=3;0.0263;CO2_count=4;0.385;O2_count=5;0.015;CO2_count=6;0.371;O2_count=7;0.0335;CO2_count=8;0.519;O2_count=9	None	None	2.9;CO2_count=1;1.8;CO2_count=2;5.1;CO2_count=3	None
A0A1C3HPT9	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0216;CO2_count=1;0.539;O2_count=2;0.0197;CO2_count=3;0.0244;CO2_count=4;0.0261;CO2_count=5;0.664;O2_count=6;0.905;O2_count=7;0.039;CO2_count=8;0.0124;CO2_count=9	None	None	3.8;CO2_count=1;1.8;CO2_count=2;6.3;CO2_count=3	None
A0A1C3HPU2	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0208;CO2_count=1;0.0164;CO2_count=2;0.0201;CO2_count=3;0.0117;CO2_count=4;0.0306;CO2_count=5;0.0322;CO2_count=6;0.658;O2_count=7;0.91;O2_count=8;0.539;O2_count=9	None	None	2.9;CO2_count=2;6.9;CO2_count=3	None
A0A1C3HPM1	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0118;CO2_count=1;0.0321;CO2_count=2;0.475;O2_count=3;0.494;O2_count=4;0.748;O2_count=5;0.0159;CO2_count=6;0.0169;CO2_count=7;0.0265;CO2_count=8;0.022;CO2_count=9	None	None	2.9;CO2_count=1;1.6;CO2_count=2;4.6;CO2_count=3	None
A0A1C3HPN9	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0195;CO2_count=1;0.0223;CO2_count=2;0.0294;CO2_count=3;0.168;O2_count=4;0.3;O2_count=5;0.0151;CO2_count=6;0.549;O2_count=7;0.032;CO2_count=8;0.0098;CO2_count=9	None	None	3.3;CO2_count=1;4.5;CO2_count=2;1.8;CO2_count=3	None
A0A0A1IXM9	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
A0A1C3HPR5	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0168;CO2_count=1;0.0225;CO2_count=2;0.025;CO2_count=3;0.0368;CO2_count=4;0.0455;CO2_count=5;0.52;O2_count=6;0.849;O2_count=7;0.0321;CO2_count=8;0.447;O2_count=9	None	None	4.7;CO2_count=1;2.9;CO2_count=2;7.0;CO2_count=3	None
A0A1C3HPP7	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0383;CO2_count=1;0.0414;CO2_count=2;0.0557;CO2_count=3;0.65;O2_count=4;0.74;O2_count=5;0.964;O2_count=6;0.0254;CO2_count=7;0.0199;CO2_count=8;0.0291;CO2_count=9	None	None	4.5;CO2_count=1;6.9;CO2_count=2	None
A0A1C3HPQ5	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.034;CO2_count=1;0.0192;CO2_count=2;0.0231;CO2_count=3;0.0325;CO2_count=4;0.0482;CO2_count=5;0.622;O2_count=6;0.686;O2_count=7;0.732;O2_count=8;0.0204;CO2_count=9	None	None	8.7;CO2_count=1;5.1;CO2_count=2;3.5;CO2_count=3	None
A0A1C3HPN8	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0307;CO2_count=1;0.0312;CO2_count=2;0.0424;CO2_count=3;0.0466;CO2_count=4;0.0633;CO2_count=5;0.595;O2_count=6;0.655;O2_count=7;1.067;O2_count=8;0.0241;CO2_count=9	None	None	5.8;CO2_count=1;3.3;CO2_count=2;8.4;CO2_count=3	None
A0A1C3HPN2	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0262;CO2_count=1;0.0356;CO2_count=2;0.594;O2_count=3;0.768;O2_count=4;1.085;O2_count=5;0.0152;CO2_count=6;0.0183;CO2_count=7;0.0158;CO2_count=8;0.022;CO2_count=9	None	None	2.5;CO2_count=1;5.2;CO2_count=2;2.0;CO2_count=3	None
A0A1C3HPL9	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0172;CO2_count=1;0.0223;CO2_count=2;0.0227;CO2_count=3;0.0326;CO2_count=4;0.614;O2_count=5;0.643;O2_count=6;0.995;O2_count=7;0.0171;CO2_count=8;0.0249;CO2_count=9	None	None	4.7;CO2_count=1;4.1;CO2_count=2;2.7;CO2_count=3	None
A0A1C3HPN0	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0222;CO2_count=1;0.0201;CO2_count=2;0.0153;CO2_count=3;0.0292;CO2_count=4;0.601;O2_count=5;0.735;O2_count=6;0.0294;CO2_count=7;0.0202;CO2_count=8;0.767;O2_count=9	None	None	4.5;CO2_count=2;2.1;CO2_count=3	None
A0A1C3HPM5	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0344;CO2_count=1;0.0247;CO2_count=2;0.0313;CO2_count=3;0.553;O2_count=4;0.653;O2_count=5;1.312;O2_count=6;0.0201;CO2_count=7;0.0176;CO2_count=8;0.022;CO2_count=9	None	None	2.4;CO2_count=1;3.6;CO2_count=2;5.0;CO2_count=3	None
A0A1C3HPL6	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.019;CO2_count=1;0.0252;CO2_count=2;0.0235;CO2_count=3;0.0334;CO2_count=4;0.0345;CO2_count=5;0.05;CO2_count=6;0.802;O2_count=7;1.347;O2_count=8;0.789;O2_count=9	None	None	7.8;CO2_count=1;5.2;CO2_count=2;3.5;CO2_count=3	None
A0A1C3HPN4	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0162;CO2_count=1;0.0259;CO2_count=2;0.0359;CO2_count=3;0.038;CO2_count=4;0.328;O2_count=5;0.33;O2_count=6;0.428;O2_count=7;0.0213;CO2_count=8;0.0209;CO2_count=9	None	None	4.7;CO2_count=1;2.2;CO2_count=2;3.5;CO2_count=3	None
A0A1C3HPM7	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0172;CO2_count=1;0.608;O2_count=2;0.0228;CO2_count=3;0.589;O2_count=4;0.0188;CO2_count=5;0.0123;CO2_count=6;0.676;O2_count=7;0.0262;CO2_count=8;0.0168;CO2_count=9	None	None	3.3;CO2_count=1;1.8;CO2_count=2;4.2;CO2_count=3	None
A0A1C3HPM4	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0259;CO2_count=1;0.0329;CO2_count=2;0.04;CO2_count=3;0.462;O2_count=4;0.497;O2_count=5;0.834;O2_count=6;0.0188;CO2_count=7;0.0264;CO2_count=8;0.021;CO2_count=9	None	None	5.8;CO2_count=1;8.7;CO2_count=2;3.9;CO2_count=3	None
A0A1C3HPT1	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.019;CO2_count=2;0.0252;CO2_count=3;0.672;O2_count=4;0.608;O2_count=5;0.0228;CO2_count=6;0.589;O2_count=7;0.0192;CO2_count=8;0.0266;CO2_count=9	None	None	6.6;CO2_count=1;4.2;CO2_count=2	None
A0A1C3HPP5	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0195;CO2_count=1;0.58;O2_count=2;0.753;O2_count=3;1.112;O2_count=4;0.0259;CO2_count=5;0.0223;CO2_count=6;0.0229;CO2_count=7;0.0299;CO2_count=8;0.0297;CO2_count=9	None	None	2.8;CO2_count=1;4.5;CO2_count=2;6.2;CO2_count=3	None
